player_name,TS_pct,heightInCm,weightInKg
Sean Marks,0.491,208.3,113.4
Sean May,0.488,205.7,120.7
Sean Singletary,0.478,182.9,83.9
Sean Williams,0.551,208.3,106.6
Sebastian Telfair,0.48,182.9,76.7
Sekou Doumbouya,0.481,203.2,104.3
Semaj Christon,0.387,190.5,86.2
Semi Ojeleye,0.525,200.7,108.3
Semih Erden,0.566,213.4,108.9
Serge Ibaka,0.571,213.4,107.8
Sergei Monia,0.413,203.2,99.8
Sergey Karasev,0.513,200.7,92.5
Sergio Rodriguez,0.489,190.5,78.4
Seth Curry,0.492,188,83.9
Shabazz Muhammad,0.537,198.1,101.2
Shabazz Napier,0.522,185.4,79.8
Shai Gilgeous-Alexander,0.56,198.1,81.9
Shake Milton,0.561,198.1,93.4
Shammond Williams,0.53,185.4,91.2
Shamorie Ponds,0.765,182.9,79.4
Shandon Anderson,0.494,198.1,96.4
Shane Battier,0.561,203.2,100.2
Shane Edwards,0.333,200.7,99.8
Shane Larkin,0.489,180.3,79.5
Shannon Brown,0.484,193,95.4
Shaquille Harrison,0.536,200.7,86.2
Shaquille O'Neal,0.596,215.9,147.4
Shareef Abdur-Rahim,0.503,205.7,111.1
Sharrod Ford,0.667,205.7,106.6
Shaun Livingston,0.532,200.7,83.8
Shavlik Randolph,0.459,208.3,108
Shawn Bradley,0.494,228.6,124.7
Shawn Long,0.595,205.7,115.7
Shawn Marion,0.544,200.7,103.5
Shawne Williams,0.481,208.3,103.4
Shayne Whittington,0.505,210.8,113.4
Shelden Williams,0.532,205.7,113.4
Sheldon Mac,0.518,198.1,90.7
Shelvin Mack,0.505,190.5,93
Sherron Collins,0.334,180.3,93
Sim Bhullar,0.5,226.1,163.3
Sindarius Thornwell,0.502,195.6,97.5
Skal Labissiere,0.568,210.8,104.3
Slava Medvedenko,0.515,208.3,113.9
Smush Parker,0.497,193,82.8
Solomon Alabi,0.304,215.9,114.1
Solomon Hill,0.5,200.7,102.1
Solomon Jones,0.438,208.3,108.9
Sonny Weems,0.454,198.1,92.3
Speedy Claxton,0.418,180.3,77.1
Spencer Dinwiddie,0.507,198.1,92.6
Spencer Hawes,0.512,215.9,111.1
Stacey Augmon,0.446,203.2,94.3
Stanley Johnson,0.441,200.7,110.9
Stephane Lasme,0.488,203.2,97.5
Stephen Curry,0.616,190.5,84.9
Stephen Graham,0.528,198.1,97.5
Stephen Jackson,0.49,203.2,98.7
Stephen Zimmerman,0.346,213.4,108.9
Stephon Marbury,0.51,188,92.5
Sterling Brown,0.515,198.1,103
Steve Blake,0.518,190.5,78
Steve Francis,0.509,190.5,93
Steve Nash,0.608,190.5,83.1
Steve Novak,0.586,208.3,104.1
Steven Adams,0.589,213.4,117
Steven Hunter,0.549,213.4,108.9
Steven Smith,0.418,205.7,106.8
Stromile Swift,0.515,208.3,102.5
Sun Sun,0.273,205.7,93
Sundiata Gaines,0.481,185.4,90
Svi Mykhailiuk,0.514,203.2,93
T.J. Ford,0.503,182.9,74.8
T.J. McConnell,0.531,188,88
T.J. Warren,0.574,203.2,98.3
Tacko Fall,0.713,226.1,141.1
Tahjere McCall,0.581,195.6,86.2
Taj Gibson,0.55,205.7,103.5
Tamar Slay,0.351,203.2,99.8
Tarence Kinsey,0.54,198.1,84.2
Tarik Black,0.566,210.8,114.2
Tariq Owens,0.34,208.3,93
Taurean Green,0.446,182.9,80.3
Taurean Prince,0.535,203.2,99.6
Taylor Griffin,0.425,200.7,108
Tayshaun Prince,0.504,205.7,97.4
Terance Mann,0.472,195.6,97.5
Terence Davis,0.605,193,91.2
Terence Morris,0.348,205.7,100.2
Terrance Ferguson,0.538,200.7,85.3
Terrel Harris,0.337,193,86.2
Terrence Jones,0.486,205.7,114.8
Terrence Ross,0.534,200.7,90.3
Terrence Williams,0.473,198.1,99.8
Terry Rozier,0.472,188,86.2
Thabo Sefolosha,0.537,200.7,98.6
Thaddeus Young,0.54,203.2,101.7
Thanasis Antetokounmpo,0.64,200.7,96.2
Theo Pinson,0.432,198.1,97.5
Theo Ratliff,0.482,208.3,106.6
Theron Smith,0.367,203.2,102.1
Thomas Bryant,0.592,210.8,112.5
Thomas Gardner,0.379,195.6,102.1
Thomas Robinson,0.489,208.3,107.5
Thomas Welsh,0.648,213.4,115.7
Thon Maker,0.544,215.9,100.7
Tiago Splitter,0.585,210.8,110.2
Tibor Pleiss,0.464,221,116.1
Tierre Brown,0.437,188,85.7
Tim Duncan,0.545,210.8,116.2
Tim Frazier,0.482,185.4,77.1
Tim Hardaway Jr.,0.548,198.1,93.3
Tim Ohlbrecht,0.436,210.8,115.7
Tim Quarterman,0.513,198.1,86.2
Tim Thomas,0.54,208.3,108.9
Timofey Mozgov,0.571,215.9,117.7
Timothe Luwawu-Cabarrot,0.528,200.7,94.7
TJ Leaf,0.534,208.3,102.4
TJ Warren,0.546,203.2,101.3
Tobias Harris,0.556,205.7,105.2
Tom Gugliotta,0.46,208.3,113.4
Tomas Satoransky,0.555,200.7,95.3
Toney Douglas,0.496,188,87
Toni Kukoc,0.507,210.8,106.6
Tony Allen,0.533,193,96.6
Tony Battie,0.479,210.8,108.9
Tony Bobbitt,0.5,193,86.2
Tony Bradley,0.506,208.3,112.5
Tony Delk,0.519,188,85.7
Tony Massenburg,0.467,205.7,113.4
Tony Mitchell,0.57,203.2,102.3
Tony Parker,0.546,188,82.8
Tony Snell,0.556,200.7,94.9
Tony Wroten,0.465,198.1,93.3
Tornike Shengelia,0.48,205.7,104.3
Torraye Braggs,0.429,203.2,111.1
Torrey Craig,0.547,200.7,98.4
Toure' Murry,0.495,195.6,88.5
Tracy McGrady,0.499,203.2,99.8
Trae Young,0.566,188,81.6
Travis Best,0.508,180.3,82.6
Travis Diener,0.497,185.4,79.4
Travis Leslie,0.39,193,93
Travis Outlaw,0.495,205.7,95.3
Travis Wear,0.474,208.3,102.1
Tremaine Fowlkes,0.531,203.2,99.8
Tremont Waters,0.438,177.8,79.4
Trenton Hassell,0.49,195.6,100.2
Treveon Graham,0.518,198.1,100.8
Trevor Ariza,0.536,203.2,96.1
Trevor Booker,0.548,203.2,106
Trey Burke,0.514,185.4,84.8
Trey Johnson,0.466,195.6,98.4
Trey Lyles,0.525,208.3,106.1
Trey Thompkins,0.445,208.3,111.1
Tristan Thompson,0.551,208.3,107.7
Troy Brown Jr.,0.512,200.7,97.5
Troy Caupain,0.625,193,95.3
Troy Daniels,0.575,193,92.6
Troy Hudson,0.468,185.4,78.9
Troy Murphy,0.533,210.8,111.1
Troy Williams,0.529,200.7,97.7
Ty Jerome,0.446,195.6,88.5
Ty Lawson,0.554,180.3,88.5
Tyler Cavanaugh,0.491,205.7,108
Tyler Cook,0.752,203.2,115.7
Tyler Dorsey,0.502,195.6,83
Tyler Ennis,0.479,190.5,85.8
Tyler Hansbrough,0.528,205.7,113.4
Tyler Herro,0.535,195.6,88.5
Tyler Honeycutt,0.36,203.2,85.3
Tyler Johnson,0.53,193,85.3
Tyler Lydon,0.298,208.3,100.9
Tyler Ulis,0.313,177.8,71.1
Tyler Zeller,0.559,213.4,114.4
Tyreke Evans,0.517,198.1,99.8
Tyrone Wallace,0.452,195.6,89.8
Tyronn Lue,0.548,182.9,79.9
Tyrus Thomas,0.56,208.3,100.4
Tyshawn Taylor,0.429,190.5,83.9
Tyson Chandler,0.644,215.9,107.7
Tyus Jones,0.514,188,87.6
Udonis Haslem,0.484,203.2,106.4
Uros Slokar,0.599,208.3,108
Vander Blue,0.333,195.6,90.7
Vassilis Spanoulis,0.47,193,88.5
Vernon Macklin,0.559,208.3,103
Viacheslav Kravtsov,0.579,210.8,113.6
Victor Claver,0.521,205.7,101.6
Victor Oladipo,0.527,193,95.8
Viktor Khryapa,0.467,205.7,97.1
Vin Baker,0.472,210.8,108.9
Vince Carter,0.531,198.1,99.8
Vincent Edwards,0.375,203.2,102.1
Vincent Hunter,0.6,203.2,94.3
Vincent Poirier,0.54,213.4,106.6
Vitaly Potapenko,0.372,208.3,129.3
Vitor Faverani,0.502,210.8,117.9
Vlade Divac,0.469,215.9,117.9
Vladimir Radmanovic,0.515,208.3,106.4
Vlatko Cancar,0.507,203.2,107
Von Wafer,0.365,195.6,95.1
Voshon Lenard,0.479,193,95.3
Wade Baldwin IV,0.516,193,91.3
Walker Russell,0.401,182.9,77.1
Wally Szczerbiak,0.57,200.7,110.4
Walt Lemon Jr.,0.48,190.5,81.6
Walter Herrmann,0.544,205.7,102.1
Walter McCarty,0.466,208.3,107.7
Walter Sharpe,0.337,205.7,111.1
Wang Zhi-zhi,0.521,215.9,128.8
Wayne Ellington,0.531,195.6,91
Wayne Selden,0.522,195.6,104.3
Wayne Simien,0.491,205.7,113.4
Wendell Carter Jr.,0.564,208.3,119.1
Wenyen Gabriel,0.547,205.7,93
Wes Iwundu,0.508,200.7,88.5
Wesley Johnson,0.492,200.7,97
Wesley Matthews,0.56,195.6,99.8
Wesley Person,0.57,198.1,90.7
Will Barton,0.515,198.1,81.1
Will Blalock,0.383,182.9,93
Will Bynum,0.48,182.9,83.9
Will Cherry,0.347,183,83
Will Solomon,0.506,185.4,83.9
Willie Cauley-Stein,0.565,213.4,108.9
Willie Green,0.505,190.5,91.3
Willie Reed,0.609,210.8,107.4
Willie Warren,0.48,193,92.1
Willy Hernangomez,0.583,210.8,110
Wilson Chandler,0.522,205.7,102.1
Xavier Henry,0.463,198.1,99.8
Xavier Munford,0.35,193,80.1
Xavier Rathan-Mayes,0.315,193,94.3
Yakhouba Diawara,0.423,200.7,102.6
Yante Maten,0.25,203.2,108.9
Yao Ming,0.599,228.6,140.6
Yaroslav Korolev,0.357,205.7,101.6
Yi Jianlian,0.466,213.4,111.2
Yogi Ferrell,0.531,182.9,81.4
Yuta Tabuse,0.451,175.3,74.8
Yuta Watanabe,0.407,205.7,95.3
Zabian Dowdell,0.457,190.5,86.6
Zach Collins,0.554,213.4,108.1
Zach LaVine,0.547,198.1,86.3
Zach Norvell Jr.,0.402,195.6,93
Zach Randolph,0.519,205.7,115.7
Zarko Cabarkapa,0.526,210.8,103.2
Zaza Pachulia,0.546,210.8,124
Zeljko Rebraca,0.609,213.4,120.2
Zendon Hamilton,0.537,210.8,115.2
Zhaire Smith,0.423,193,91.6
Zhou Qi,0.648,215.9,95.3
Zion Williamson,0.623,198.1,128.8
Zoran Dragic,0.435,195.6,90.7
Zoran Planinic,0.492,200.7,90.7
Zydrunas Ilgauskas,0.531,221,117.9
Zylan Cheatham,0.4,195.6,99.8
